time_received,Number of Vehicles
14793198872,11
14793198873,12
14793198874,11
14793198875,12
14793198876,12
14793198877,12
14793198878,11
14793198879,9
14793198880,11
14793198881,10
14793198882,13
14793198883,15
14793198884,12
14793198885,12
14793198886,12
14793198887,12
14793198888,12
14793198889,12
14793198890,11
14793198891,11
14793198892,13
14793198893,11
14793198894,13
14793198895,11
14793198896,12
14793198897,11
14793198898,11
14793198899,10
14793198900,11
14793198901,11
14793198902,12
14793198903,10
14793198904,11
14793198905,11
14793198906,12
14793198907,12
14793198908,12
14793198909,10
14793198910,11
14793198911,10
14793198912,11
14793198913,10
14793198914,11
14793198915,11
14793198916,12
14793198917,12
14793198918,12
14793198919,12
14793198920,12
14793198921,12
14793198922,14
14793198923,11
14793198924,12
14793198925,12
14793198926,11
14793198927,11
14793198928,11
14793198929,12
14793198930,9
14793198931,11
14793198932,11
14793198933,11
14793198934,11
14793198935,9
14793198936,10
14793198937,12
14793198938,11
14793198939,11
14793198940,11
14793198941,12
14793198942,9
14793198943,10
14793198944,13
14793198945,11
14793198946,10
14793198947,13
14793198948,14
14793198949,11
14793198950,11
14793198951,10
14793198952,11
14793198953,11
14793198954,8
14793198955,6
14793198956,16
14793198957,9
14793198958,12
14793198959,11
14793198960,11
14793198961,10
14793198962,9
14793198963,9
14793198964,11
14793198965,10
14793198966,12
14793198967,10
14793198968,11
14793198969,10
14793198970,13
14793198971,9
14793198972,11
14793198973,11
14793198974,11
14793198975,12
14793198976,13
14793198977,11
14793198978,12
14793198979,14
14793198980,12
14793198981,12
14793198982,12
14793198983,12
14793198984,12
14793198985,11
14793198986,11
14793198987,12
14793198988,13
14793198989,12
14793198990,12
14793198991,13
14793198992,11
14793198993,12
14793198994,11
14793198995,12
14793198996,11
14793198997,8
14793198998,13
14793198999,11
14793199000,7
14793199001,10
14793199002,15
14793199003,7
14793199004,15
14793199005,12
14793199006,10
14793199007,10
14793199008,12
14793199009,11
14793199010,12
14793199011,13
14793199012,13
14793199013,13
14793199014,13
14793199015,13
14793199016,11
14793199017,13
14793199018,13
14793199019,12
14793199020,12
14793199021,10
14793199022,11
14793199023,11
14793199024,10
14793199025,11
14793199026,10
14793199027,9
14793199028,7
14793199029,7
14793199030,16
14793199031,11
14793199032,12
14793199033,12
14793199034,11
14793199035,12
14793199036,12
14793199037,9
14793199038,10
14793199039,9
14793199040,12
14793199041,8
14793199042,14
14793199043,12
14793199044,10
14793199045,11
14793199046,11
14793199047,12
14793199048,11
14793199049,12
14793199050,12
14793199051,13
14793199052,12
14793199053,13
14793199054,12
14793199055,10
14793199056,13
14793199057,13
14793199058,12
14793199059,12
14793199060,9
14793199061,9
14793199062,12
14793199063,9
14793199064,12
14793199065,12
14793199066,11
14793199067,9
14793199068,14
14793199069,10
14793199070,10
14793199071,12
14793199072,9
14793199073,11
14793199074,8
14793199075,9
14793199076,12
14793199077,12
14793199078,10
14793199079,11
14793199080,11
14793199081,10
14793199082,10
14793199083,10
14793199084,10
14793199085,10
14793199086,12
14793199087,6
14793199088,12
14793199089,11
14793199090,12
14793199091,12
14793199092,11
14793199093,11
14793199094,11
14793199095,10
14793199096,10
14793199097,11
14793199098,10
14793199099,10
14793199100,11
14793199101,10
14793199102,10
14793199103,12
14793199104,10
14793199105,10
14793199106,11
14793199107,10
14793199108,10
14793199109,12
14793199110,11
14793199111,11
14793199112,11
14793199113,9
14793199114,10
14793199115,10
14793199116,11
14793199117,10
14793199118,12
14793199119,11
14793199120,10
14793199121,10
14793199122,11
14793199123,9
14793199124,11
14793199125,9
14793199126,10
14793199127,10
14793199128,9
14793199129,10
14793199130,8
14793199131,11
14793199132,9
14793199133,11
14793199134,13
14793199135,11
14793199136,8
14793199137,10
14793199138,9
14793199139,10
14793199140,10
14793199141,9
14793199142,11
14793199143,10
14793199144,11
14793199145,10
14793199146,10
14793199147,10
14793199148,9
14793199149,11
14793199150,12
14793199151,11
14793199152,10
14793199153,10
14793199154,11
14793199155,12
14793199156,10
14793199157,11
14793199158,11
14793199159,10
14793199160,9
14793199161,9
14793199162,11
14793199163,11
14793199164,11
14793199165,13
14793199166,12
14793199167,11
14793199168,11
14793199169,12
14793199170,10
14793199171,13
14793199172,10
14793199173,9
14793199174,10
14793199175,12
14793199176,11
14793199177,11
14793199178,10
14793199179,10
14793199180,9
14793199181,10
14793199182,8
14793199183,7
14793199184,9
14793199185,9
14793199186,8
14793199187,11
14793199188,10
14793199189,9
14793199190,10
14793199191,13
14793199192,11
14793199193,9
14793199194,12
14793199195,11
14793199196,11
14793199197,11
14793199198,9
14793199199,9
14793199200,14
14793199201,13
14793199202,11
14793199203,10
14793199204,12
14793199205,10
14793199206,12
14793199207,9
14793199208,14
14793199209,13
14793199210,11
14793199211,12
14793199212,8
14793199213,13
14793199214,12
14793199215,13
14793199216,10
14793199217,11
14793199218,12
14793199219,10
14793199220,9
14793199221,10
14793199222,9
14793199223,11
14793199224,9
14793199225,8
14793199226,13
14793199227,10
14793199228,11
14793199229,10
14793199230,9
14793199231,9
14793199232,10
14793199233,10
14793199234,10
14793199235,9
14793199236,12
14793199237,8
14793199238,9
14793199239,8
14793199240,11
14793199241,12
14793199242,8
14793199243,10
14793199244,8
14793199245,10
14793199246,10
14793199247,11
14793199248,8
14793199249,13
14793199250,8
14793199251,11
14793199252,11
14793199253,10
14793199254,8
14793199255,9
14793199256,11
14793199257,10
14793199258,11
14793199259,9
14793199260,10
14793199261,11
14793199262,10
14793199263,11
14793199264,11
14793199265,10
14793199266,11
14793199267,9
14793199268,8
14793199269,8
14793199270,9
14793199271,11
14793199272,10
14793199273,8
14793199274,8
14793199275,10
14793199276,8
14793199277,9
14793199278,9
14793199279,9
14793199280,7
14793199281,8
14793199282,9
14793199283,9
14793199284,8
14793199285,8
14793199286,9
14793199287,8
14793199288,7
14793199289,7
14793199290,7
14793199291,9
14793199292,9
14793199293,10
14793199294,9
14793199295,10
14793199296,12
14793199297,10
14793199298,8
14793199299,9
14793199300,10
14793199301,6
14793199302,8
14793199303,10
14793199304,10
14793199305,7
14793199306,7
14793199307,9
14793199308,14
14793199309,7
14793199310,10
14793199311,11
14793199312,8
14793199313,6
14793199314,11
14793199315,9
14793199316,9
14793199317,9
14793199318,8
14793199319,9
14793199320,7
14793199321,6
14793199322,9
14793199323,4
14793199324,6
14793199325,8
14793199326,8
14793199327,7
14793199328,8
14793199329,9
14793199330,8
14793199331,8
14793199332,8
14793199333,8
14793199334,9
14793199335,8
14793199336,9
14793199337,10
14793199338,9
14793199339,9
14793199340,6
14793199341,8
14793199342,8
14793199343,8
14793199344,8
14793199345,9
14793199346,9
14793199347,10
14793199348,7
14793199349,8
14793199350,11
14793199351,9
14793199352,10
14793199353,5
14793199354,7
14793199355,8
14793199356,9
14793199357,9
14793199358,11
14793199359,10
14793199360,10
14793199361,8
14793199362,10
14793199363,7
14793199364,8
14793199365,8
14793199366,7
14793199367,9
14793199368,5
14793199369,7
14793199370,8
14793199371,8
14793199372,6
14793199373,9
14793199374,6
14793199375,9
14793199376,8
14793199377,8
14793199378,6
14793199379,7
14793199380,8
14793199381,9
14793199382,8
14793199383,7
14793199384,8
14793199385,7
14793199386,8
14793199387,8
14793199388,1
14793199390,7
14793199391,7
14793199392,9
14793199393,9
14793199394,8
14793199395,7
14793199396,9
14793199397,7
14793199398,8
14793199399,8
14793199400,9
14793199401,7
14793199402,7
14793199403,12
14793199404,10
14793199405,8
14793199406,12
14793199407,9
14793199408,10
14793199409,9
14793199410,9
14793199411,11
14793199412,8
14793199413,9
14793199414,6
14793199415,9
14793199416,7
14793199417,6
14793199418,8
14793199419,8
14793199420,8
14793199421,7
14793199422,6
14793199423,10
14793199424,7
14793199425,8
14793199426,5
14793199427,5
14793199428,16
14793199429,7
14793199430,7
14793199431,8
14793199432,8
14793199433,6
14793199434,9
14793199435,6
14793199436,7
14793199437,8
14793199438,9
14793199439,8
14793199440,9
14793199441,8
14793199442,7
14793199443,6
14793199444,8
14793199445,8
14793199446,6
14793199447,6
14793199448,4
14793199449,4
14793199450,5
14793199451,9
14793199452,3
14793199453,8
14793199454,15
14793199455,9
14793199456,7
14793199457,8
14793199458,8
14793199459,9
14793199460,8
14793199461,7
14793199462,8
14793199463,6
14793199464,5
14793199465,6
14793199466,9
14793199467,8
14793199468,7
14793199469,6
14793199470,8
14793199471,10
14793199472,6
14793199473,8
14793199474,8
14793199475,5
14793199476,8
14793199477,8
14793199478,8
14793199479,9
14793199480,7
14793199481,8
14793199482,10
14793199483,7
14793199484,9
14793199485,7
14793199486,7
14793199487,9
14793199488,9
14793199489,9
14793199490,7
14793199491,6
14793199492,6
14793199493,7
14793199494,9
14793199495,8
14793199496,5
14793199497,9
14793199498,6
14793199499,6
14793199500,7
14793199501,8
14793199502,8
14793199503,8
14793199504,8
14793199505,8
14793199506,7
14793199507,10
14793199508,7
14793199509,7
14793199510,9
14793199511,9
14793199512,8
14793199513,9
14793199514,7
14793199515,7
14793199516,8
14793199517,7
14793199518,9
14793199519,8
14793199520,8
14793199521,9
14793199522,10
14793199523,8
14793199524,9
14793199525,9
14793199526,9
14793199527,9
14793199528,8
14793199529,9
14793199530,9
14793199531,8
14793199532,7
14793199533,8
14793199534,8
14793199535,5
14793199536,5
14793199537,7
14793199538,8
14793199539,6
14793199540,6
14793199541,6
14793199542,7
14793199543,7
14793199544,8
14793199545,6
14793199546,2
14793199547,2
14793199548,15
14793199549,8
14793199550,7
14793199551,8
14793199552,7
14793199553,7
14793199554,7
14793199555,7
14793199556,6
14793199557,8
14793199558,7
14793199559,6
14793199560,6
14793199561,9
14793199562,8
14793199563,9
14793199564,9
14793199565,7
14793199566,7
14793199567,7
14793199568,6
14793199569,9
14793199570,6
14793199571,7
14793199572,8
14793199573,6
14793199574,9
14793199575,8
14793199576,7
14793199577,7
14793199578,8
14793199579,8
14793199580,7
14793199581,2
14793199582,12
14793199583,9
14793199584,8
14793199585,7
14793199586,9
14793199587,8
14793199588,8
14793199589,8
14793199590,7
14793199591,7
14793199592,5
14793199593,7
14793199594,8
14793199595,8
14793199596,7
14793199597,8
14793199598,8
14793199599,7
14793199600,7
14793199601,7
14793199602,8
14793199603,7
14793199604,7
14793199605,8
14793199606,8
14793199607,6
14793199608,7
14793199609,7
14793199610,10
14793199611,9
14793199612,8
14793199613,10
14793199614,8
14793199615,10
14793199616,7
14793199617,7
14793199618,6
14793199619,7
14793199620,7
14793199621,7
14793199622,7
14793199623,6
14793199624,7
14793199625,7
14793199626,7
14793199627,7
14793199628,8
14793199629,6
14793199630,7
14793199631,8
14793199632,5
14793199633,6
14793199634,6
14793199635,5
14793199636,6
14793199637,7
14793199638,8
14793199639,7
14793199640,6
14793199641,7
14793199642,8
14793199643,7
14793199644,7
14793199645,8
14793199646,8
14793199647,8
14793199648,9
14793199649,9
14793199650,9
14793199651,7
14793199652,6
14793199653,9
14793199654,9
14793199655,9
14793199656,9
14793199657,9
14793199658,9
14793199659,10
14793199660,8
14793199661,9
14793199662,9
14793199663,9
14793199664,9
14793199665,6
14793199666,5
14793199667,3
14793199668,19
14793199669,9
14793199670,8
14793199671,8
14793199672,8
14793199673,7
14793199674,9
14793199675,8
14793199676,7
14793199677,8
14793199678,8
14793199679,7
14793199680,7
14793199681,9
14793199682,8
14793199683,7
14793199684,7
14793199685,9
14793199686,10
14793199687,9
14793199688,8
14793199689,7
14793199690,8
14793199691,6
14793199692,8
14793199693,7
14793199694,9
14793199695,8
14793199696,4
14793199697,9
14793199698,6
14793199699,7
14793199700,5
14793199701,4
14793199702,4
14793199703,15
14793199704,8
14793199705,8
14793199706,9
14793199707,8
14793199708,9
14793199709,9
14793199710,9
14793199711,8
14793199712,9
14793199713,9
14793199714,8
14793199715,7
14793199716,7
14793199717,9
14793199718,8
14793199719,7
14793199720,8
14793199721,9
14793199722,9
14793199723,9
14793199724,9
14793199725,8
14793199726,9
14793199727,8
14793199728,9
14793199729,9
14793199730,8
14793199731,9
14793199732,7
14793199733,7
14793199734,8
14793199735,8
14793199736,8
14793199737,7
14793199738,7
14793199739,9
14793199740,9
14793199741,6
14793199742,8
14793199743,7
14793199744,6
14793199745,10
14793199746,6
14793199747,6
14793199748,8
14793199749,7
14793199750,9
14793199751,7
14793199752,7
14793199753,9
14793199754,8
14793199755,7
14793199756,6
14793199757,8
14793199758,7
14793199759,5
14793199760,6
14793199761,7
14793199762,6
14793199763,6
14793199764,7
14793199765,6
14793199766,8
14793199767,8
14793199768,6
14793199769,7
14793199770,7
14793199771,7
14793199772,7
14793199773,7
14793199774,7
14793199775,7
14793199776,6
14793199777,6
14793199778,6
14793199779,7
14793199780,7
14793199781,7
14793199782,7
14793199783,6
14793199784,6
14793199785,5
14793199786,3
14793199787,2
14793199788,18
14793199789,6
14793199790,6
14793199791,8
14793199792,7
14793199793,5
14793199794,7
14793199795,5
14793199796,5
14793199797,5
14793199798,6
14793199799,6
14793199800,7
14793199801,6
14793199802,6
14793199803,6
14793199804,5
14793199805,8
14793199806,7
14793199807,5
14793199808,9
14793199809,7
14793199810,3
14793199811,10
14793199812,6
14793199813,6
14793199814,8
14793199815,6
14793199816,7
14793199817,6
14793199818,6
14793199819,8
14793199820,5
14793199821,5
14793199822,6
14793199823,7
14793199824,7
14793199825,8
14793199826,7
14793199827,7
14793199828,7
14793199829,7
14793199830,6
14793199831,7
14793199832,7
14793199833,7
14793199834,7
14793199835,6
14793199836,7
14793199837,7
14793199838,7
14793199839,6
14793199840,6
14793199841,7
14793199842,8
14793199843,7
14793199844,6
14793199845,6
14793199846,7
14793199847,6
14793199848,9
14793199849,6
14793199850,6
14793199851,7
14793199852,7
14793199853,7
14793199854,8
14793199855,6
14793199856,7
14793199857,7
14793199858,6
14793199859,7
14793199860,6
14793199861,5
14793199862,9
14793199863,7
14793199864,7
14793199865,7
14793199866,3
14793199867,7
14793199868,6
14793199869,8
14793199870,7
14793199871,7
14793199872,7
14793199873,6
14793199874,7
14793199875,7
14793199876,7
14793199877,6
14793199878,8
14793199879,6
14793199880,6
14793199881,7
14793199882,7
14793199883,8
14793199884,6
14793199885,7
14793199886,7
14793199887,8
14793199888,7
14793199889,7
14793199890,7
14793199891,7
14793199892,7
14793199893,8
14793199894,8
14793199895,8
14793199896,8
14793199897,9
14793199898,8
14793199899,7
14793199900,8
14793199901,9
14793199902,8
14793199903,7
14793199904,8
14793199905,8
14793199906,1
14793199907,3
14793199908,19
14793199909,8
14793199910,6
14793199911,8
14793199912,4
14793199913,7
14793199914,5
14793199915,8
14793199916,7
14793199917,9
14793199918,7
14793199919,6
14793199920,8
14793199921,7
14793199922,8
14793199923,7
14793199924,5
14793199925,7
14793199926,6
14793199927,8
14793199928,6
14793199929,7
14793199930,6
14793199931,7
14793199932,8
14793199933,5
14793199934,12
14793199935,8
14793199936,7
14793199937,5
14793199938,7
14793199939,7
14793199940,5
14793199941,3
14793199942,13
14793199943,10
14793199944,7
14793199945,7
14793199946,9
14793199947,8
14793199948,8
14793199949,9
14793199950,8
14793199951,9
14793199952,7
14793199953,6
14793199954,7
14793199955,7
14793199956,4
14793199957,7
14793199958,8
14793199959,8
14793199960,9
14793199961,9
14793199962,8
14793199963,6
14793199964,7
14793199965,9
14793199966,6
14793199967,6
14793199968,8
14793199969,7
14793199970,7
14793199971,7
14793199972,8
14793199973,9
14793199974,8
14793199975,8
14793199976,9
14793199977,8
14793199978,9
14793199979,10
14793199980,9
14793199981,9
14793199982,9
14793199983,9
14793199984,6
14793199985,9
14793199986,8
14793199987,6
14793199988,8
14793199989,8
14793199990,8
14793199991,6
14793199992,8
14793199993,8
14793199994,7
14793199995,9
14793199996,9
14793199997,9
14793199998,9
14793199999,10
14793200000,7
14793200001,8
14793200002,10
14793200003,9
14793200004,7
14793200005,10
14793200006,6
14793200007,10
14793200008,6
14793200009,8
14793200010,7
14793200011,7
14793200012,6
14793200013,8
14793200014,10
14793200015,9
14793200016,8
14793200017,8
14793200018,8
14793200019,7
14793200020,8
14793200021,6
14793200022,6
14793200023,7
14793200024,7
14793200025,7
14793200026,1
14793200027,2
14793200028,17
14793200029,7
14793200030,8
14793200031,8
14793200032,8
14793200033,7
14793200034,9
14793200035,9
14793200036,8
14793200037,9
14793200038,8
14793200039,8
14793200040,10
14793200041,9
14793200042,8
14793200043,8
14793200044,10
14793200045,8
14793200046,6
14793200047,6
14793200048,7
14793200049,7
14793200050,8
14793200051,7
14793200052,9
14793200053,9
14793200054,7
14793200055,7
14793200056,8
14793200057,7
14793200058,8
14793200059,8
14793200060,5
14793200061,4
14793200062,2
14793200063,20
14793200064,7
14793200065,9
14793200066,8
14793200067,8
14793200068,6
14793200069,7
14793200070,7
14793200071,7
14793200072,7
14793200073,8
14793200074,7
14793200075,8
14793200076,8
14793200077,11
14793200078,10
14793200079,9
14793200080,9
14793200081,10
14793200082,8
14793200083,10
14793200084,9
14793200085,8
14793200086,8
14793200087,8
14793200088,9
14793200089,8
14793200090,7
14793200091,10
14793200092,8
14793200093,9
14793200094,10
14793200095,9
14793200096,10
14793200097,9
14793200098,8
14793200099,9
14793200100,10
14793200101,9
14793200102,8
14793200103,9
14793200104,10
14793200105,9
14793200106,6
14793200107,5
14793200108,20
14793200109,9
14793200110,10
14793200111,7
14793200112,7
14793200113,8
14793200114,10
14793200115,8
14793200116,8
14793200117,8
14793200118,8
14793200119,6
14793200120,7
14793200121,7
14793200122,7
14793200123,10
14793200124,8
14793200125,8
14793200126,8
14793200127,7
14793200128,9
14793200129,7
14793200130,5
14793200131,10
14793200132,5
14793200133,10
14793200134,8
14793200135,11
14793200136,10
14793200137,8
14793200138,4
14793200139,6
14793200140,10
14793200141,10
14793200142,9
14793200143,9
14793200144,9
14793200145,9
14793200146,6
14793200147,8
14793200148,14
14793200149,7
14793200150,10
14793200151,10
14793200152,9
14793200153,7
14793200154,9
14793200155,10
14793200156,9
14793200157,9
14793200158,9
14793200159,8
14793200160,9
14793200161,5
14793200162,8
14793200163,8
14793200164,8
14793200165,7
14793200166,9
14793200167,9
14793200168,10
14793200169,11
14793200170,10
14793200171,10
14793200172,10
14793200173,10
14793200174,10
14793200175,6
14793200176,8
14793200177,8
14793200178,7
14793200179,8
14793200180,6
14793200181,6
14793200182,5
14793200183,17
14793200184,5
14793200185,7
14793200186,9
14793200187,9
14793200188,7
14793200189,8
14793200190,9
14793200191,8
14793200192,8
14793200193,7
14793200194,8
14793200195,7
14793200196,6
14793200197,6
14793200198,7
14793200199,6
14793200200,5
14793200201,4
14793200202,6
14793200203,5
14793200204,8
14793200205,6
14793200206,5
14793200207,5
14793200208,7
14793200209,6
14793200210,13
14793200211,6
14793200212,6
14793200213,8
14793200214,7
14793200215,6
14793200216,7
14793200217,5
14793200218,7
14793200219,8
14793200220,9
14793200221,9
14793200222,7
14793200223,6
14793200224,5
14793200225,12
14793200226,7
14793200227,6
14793200228,6
14793200229,6
14793200230,6
14793200231,7
14793200232,8
14793200233,6
14793200234,6
14793200235,10
14793200236,9
14793200237,8
14793200238,7
14793200239,6
14793200240,7
14793200241,7
14793200242,5
14793200243,8
14793200244,8
14793200245,6
14793200246,8
14793200247,8
14793200248,5
14793200249,6
14793200250,6
14793200251,6
14793200252,9
14793200253,6
14793200254,10
14793200255,8
14793200256,7
14793200257,4
14793200258,7
14793200259,6
14793200260,7
14793200261,7
14793200262,7
14793200263,7
14793200264,8
14793200265,8
14793200266,7
14793200267,6
14793200268,6
14793200269,7
14793200270,8
14793200271,9
14793200272,8
14793200273,8
14793200274,8
14793200275,9
14793200276,8
14793200277,8
14793200278,7
14793200279,9
14793200280,6
14793200281,9
14793200282,9
14793200283,8
14793200284,6
14793200285,8
14793200286,10
14793200287,9
14793200288,9
14793200289,10
14793200290,6
14793200291,6
14793200292,5
14793200293,6
14793200294,7
14793200295,6
14793200296,6
14793200297,6
14793200298,9
14793200299,7
14793200300,9
14793200301,8
14793200302,10
14793200303,9
14793200304,9
14793200305,9
14793200306,9
14793200307,7
14793200308,9
14793200309,8
14793200310,9
14793200311,8
14793200312,6
14793200313,8
14793200314,11
14793200315,9
14793200316,9
14793200317,9
14793200318,9
14793200319,8
14793200320,9
14793200321,10
14793200322,10
14793200323,9
14793200324,9
14793200325,10
14793200326,5
14793200327,10
14793200328,11
14793200329,9
14793200330,8
14793200331,9
14793200332,12
14793200333,9
14793200334,11
14793200335,10
14793200336,7
14793200337,15
14793200338,11
14793200339,9
14793200340,13
14793200341,11
14793200342,10
14793200343,10
14793200344,9
14793200345,11
14793200346,9
14793200347,11
14793200348,10
14793200349,9
14793200350,8
14793200351,11
14793200352,12
14793200353,8
14793200354,7
14793200355,12
14793200356,6
14793200357,7
14793200358,8
14793200359,7
14793200360,7
14793200361,6
14793200362,7
14793200363,5
14793200364,7
14793200365,10
14793200366,12
14793200367,10
14793200368,11
14793200369,11
14793200370,11
14793200371,10
14793200372,10
14793200373,11
14793200374,10
14793200375,9
14793200376,8
14793200377,7
14793200378,8
14793200379,9
14793200380,7
14793200381,8
14793200382,8
14793200383,6
14793200384,7
14793200385,7
14793200386,6
14793200387,7
14793200388,11
14793200389,8
14793200390,10
14793200391,9
14793200392,9
14793200393,9
14793200394,9
14793200395,8
14793200396,7
14793200397,10
14793200398,7
14793200399,9
14793200400,8
14793200401,10
14793200402,9
14793200403,7
14793200404,8
14793200405,9
14793200406,9
14793200407,8
14793200408,8
14793200409,9
14793200410,7
14793200411,10
14793200412,9
14793200413,9
14793200414,8
14793200415,9
14793200416,9
14793200417,10
14793200418,8
14793200419,8
14793200420,10
14793200421,8
14793200422,10
14793200423,9
14793200424,8
14793200425,7
14793200426,7
14793200427,7
14793200428,8
14793200429,9
14793200430,8
14793200431,8
14793200432,8
14793200433,8
14793200434,11
14793200435,9
14793200436,10
14793200437,11
14793200438,9
14793200439,9
14793200440,8
14793200441,8
14793200442,8
14793200443,7
14793200444,7
14793200445,10
14793200446,11
14793200447,11
14793200448,9
14793200449,11
14793200450,8
14793200451,8
14793200452,14
14793200453,10
14793200454,11
14793200455,8
14793200456,8
14793200457,13
14793200458,10
14793200459,10
14793200460,6
14793200461,9
14793200462,8
14793200463,10
14793200464,10
14793200465,10
14793200466,10
14793200467,11
14793200468,10
14793200469,8
14793200470,10
14793200471,9
14793200472,8
14793200473,8
14793200474,8
14793200475,9
14793200476,8
14793200477,8
14793200478,10
14793200479,7
14793200480,8
14793200481,7
14793200482,7
14793200483,7
14793200484,8
14793200485,9
14793200486,7
14793200487,8
14793200488,7
14793200489,9
14793200490,7
14793200491,6
14793200492,7
14793200493,8
14793200494,10
14793200495,8
14793200496,9
14793200497,9
14793200498,8
14793200499,8
14793200500,9
14793200501,10
14793200502,11
14793200503,9
14793200504,9
14793200505,9
14793200506,10
14793200507,10
14793200508,9
14793200509,8
14793200510,10
14793200511,10
14793200512,9
14793200513,8
14793200514,9
14793200515,8
14793200516,9
14793200517,11
14793200518,10
14793200519,5
14793200520,12
14793200521,9
14793200522,9
14793200523,9
14793200524,4
14793200525,9
14793200526,12
14793200527,10
14793200528,8
14793200529,6
14793200530,8
14793200531,7
14793200532,8
14793200533,7
14793200534,7
14793200535,9
14793200536,7
14793200537,9
14793200538,8
14793200539,9
14793200540,6
14793200541,10
14793200542,5
14793200543,5
14793200544,10
14793200545,8
14793200546,7
14793200547,8
14793200548,6
14793200549,8
14793200550,9
14793200551,7
14793200552,10
14793200553,10
14793200554,7
14793200555,7
14793200556,5
14793200557,7
14793200558,6
14793200559,8
14793200560,8
14793200561,7
14793200562,8
14793200563,8
14793200564,7
14793200565,7
14793200566,9
14793200567,8
14793200568,9
14793200569,9
14793200570,11
14793200571,8
14793200572,8
14793200573,7
14793200574,10
14793200575,6
14793200576,6
14793200577,4
14793200578,8
14793200579,7
14793200580,7
14793200581,8
14793200582,5
14793200583,11
14793200584,8
14793200585,7
14793200586,8
14793200587,6
14793200588,7
14793200589,6
14793200590,6
14793200591,6
14793200592,5
14793200593,5
14793200594,5
14793200595,7
14793200596,6
14793200597,7
14793200598,7
14793200599,7
14793200600,7
14793200601,7
14793200602,7
14793200603,8
14793200604,7
14793200605,7
14793200606,7
14793200607,8
14793200608,7
14793200609,7
14793200610,7
14793200611,8
14793200612,7
14793200613,6
14793200614,7
14793200615,7
14793200616,6
14793200617,7
14793200618,8
14793200619,7
14793200620,6
14793200621,6
14793200622,7
14793200623,6
14793200624,10
14793200625,8
14793200626,8
14793200627,8
14793200628,8
14793200629,8
14793200630,7
14793200631,8
14793200632,8
14793200633,7
14793200634,8
14793200635,7
14793200636,7
14793200637,6
14793200638,8
14793200639,7
14793200640,7
14793200641,8
14793200642,7
14793200643,6
14793200644,5
14793200645,9
14793200646,6
14793200647,7
14793200648,5
14793200649,5
14793200650,6
14793200651,6
14793200652,6
14793200653,7
14793200654,6
14793200655,7
14793200656,5
14793200657,7
14793200658,7
14793200659,7
14793200660,4
14793200661,10
14793200662,8
14793200663,7
14793200664,7
14793200665,8
14793200666,6
14793200667,7
14793200668,7
14793200669,7
14793200670,8
14793200671,7
14793200672,7
14793200673,6
14793200674,7
14793200675,7
14793200676,7
14793200677,7
14793200678,7
14793200679,7
14793200680,7
14793200681,5
14793200682,10
14793200683,7
14793200684,7
14793200685,5
14793200686,7
14793200687,8
14793200688,8
14793200689,7
14793200690,8
14793200691,8
14793200692,8
14793200693,6
14793200694,7
14793200695,9
14793200696,7
14793200697,5
14793200698,9
14793200699,8
14793200700,6
14793200701,7
14793200702,6
14793200703,8
14793200704,6
14793200705,6
14793200706,6
14793200707,6
14793200708,5
14793200709,6
14793200710,5
14793200711,7
14793200712,7
14793200713,7
14793200714,6
14793200715,6
14793200716,7
14793200717,6
14793200718,6
14793200719,5
14793200720,7
14793200721,4
14793200722,7
14793200723,7
14793200724,5
14793200725,5
14793200726,7
14793200727,7
14793200728,7
14793200729,7
14793200730,6
14793200731,6
14793200732,6
14793200733,6
14793200734,6
14793200735,6
14793200736,5
14793200737,5
14793200738,6
14793200739,6
14793200740,6
14793200741,5
14793200742,6
14793200743,4
14793200744,8
14793200745,6
14793200746,4
14793200747,5
14793200748,6
14793200749,6
14793200750,6
14793200751,7
14793200752,6
14793200753,8
14793200754,5
14793200755,6
14793200756,6
14793200757,7
14793200758,5
14793200759,7
14793200760,6
14793200761,6
14793200762,5
14793200763,5
14793200764,4
14793200765,6
14793200766,5
14793200767,7
14793200768,6
14793200769,5
14793200770,5
14793200771,7
14793200772,6
14793200773,5
14793200774,5
14793200775,5
14793200776,6
14793200777,6
14793200778,6
14793200779,6
14793200780,6
14793200781,9
14793200782,6
14793200783,7
14793200784,4
14793200785,7
14793200786,6
14793200787,7
14793200788,5
14793200789,7
14793200790,6
14793200791,6
14793200792,6
14793200793,6
14793200794,7
14793200795,5
14793200796,7
14793200797,4
14793200798,5
14793200799,3
14793200800,7
14793200801,5
14793200802,9
14793200803,7
14793200804,6
14793200805,7
14793200806,6
14793200807,5
14793200808,6
14793200809,6
14793200810,7
14793200811,7
14793200812,7
14793200813,7
14793200814,6
14793200815,6
14793200816,4
14793200817,5
14793200818,9
14793200819,8
14793200820,9
14793200821,6
14793200822,8
14793200823,8
14793200824,8
14793200825,7
14793200826,7
14793200827,7
14793200828,7
14793200829,6
14793200830,8
14793200831,6
14793200832,5
14793200833,5
14793200834,11
14793200835,7
14793200836,9
14793200837,6
14793200838,7
14793200839,7
14793200840,6
14793200841,9
14793200842,8
14793200843,7
14793200844,8
14793200845,8
14793200846,8
14793200847,8
14793200848,7
14793200849,8
14793200850,8
14793200851,8
14793200852,9
14793200853,8
14793200854,8
14793200855,8
14793200856,7
14793200857,8
14793200858,5
14793200859,6
14793200860,7
14793200861,7
14793200862,7
14793200863,5
14793200864,7
14793200865,5
14793200866,7
14793200867,8
14793200868,7
14793200869,7
14793200870,8
